year	statename	statenum	countyname	countynum	capitalstock	capitalstock1902
1900.0	MISSOURI	290	MARION	1270	60	60
1910.0	MISSOURI	290	MARION	1270		
1920.0	MISSOURI	290	MARION	1270		
1970.0	MISSOURI	290	MARION	1270		
1860.0	MISSOURI	290	MERCER	1290		
1870.0	MISSOURI	290	MERCER	1290	0	0
1880.0	MISSOURI	290	MERCER	1290	0	0
1890.0	MISSOURI	290	MERCER	1290	0	0
1900.0	MISSOURI	290	MERCER	1290	0	0
1910.0	MISSOURI	290	MERCER	1290		
1920.0	MISSOURI	290	MERCER	1290		
1970.0	MISSOURI	290	MERCER	1290		
1860.0	MISSOURI	290	MILLER	1310		
1870.0	MISSOURI	290	MILLER	1310	0	0
1880.0	MISSOURI	290	MILLER	1310	0	0
1890.0	MISSOURI	290	MILLER	1310	0	0
1900.0	MISSOURI	290	MILLER	1310	0	0
1910.0	MISSOURI	290	MILLER	1310		
1920.0	MISSOURI	290	MILLER	1310		
1970.0	MISSOURI	290	MILLER	1310		
1860.0	MISSOURI	290	MISSISSIPPI	1330		
1870.0	MISSOURI	290	MISSISSIPPI	1330	0	0
1880.0	MISSOURI	290	MISSISSIPPI	1330	0	0
1890.0	MISSOURI	290	MISSISSIPPI	1330	0	0
1900.0	MISSOURI	290	MISSISSIPPI	1330	0	0
1910.0	MISSOURI	290	MISSISSIPPI	1330		
1920.0	MISSOURI	290	MISSISSIPPI	1330		
1970.0	MISSOURI	290	MISSISSIPPI	1330		
1860.0	MISSOURI	290	MONITEAU	1350		
1870.0	MISSOURI	290	MONITEAU	1350	0	0
1880.0	MISSOURI	290	MONITEAU	1350	50	50
1890.0	MISSOURI	290	MONITEAU	1350	50	50
1900.0	MISSOURI	290	MONITEAU	1350	50	50
1910.0	MISSOURI	290	MONITEAU	1350		
1920.0	MISSOURI	290	MONITEAU	1350		
1970.0	MISSOURI	290	MONITEAU	1350		
1860.0	MISSOURI	290	MONROE	1370		
1870.0	MISSOURI	290	MONROE	1370	0	0
1880.0	MISSOURI	290	MONROE	1370	100	100
1890.0	MISSOURI	290	MONROE	1370	100	100
1900.0	MISSOURI	290	MONROE	1370	100	70
1910.0	MISSOURI	290	MONROE	1370		
1920.0	MISSOURI	290	MONROE	1370		
1970.0	MISSOURI	290	MONROE	1370		
1860.0	MISSOURI	290	MONTGOMERY	1390		
1870.0	MISSOURI	290	MONTGOMERY	1390	0	0
1880.0	MISSOURI	290	MONTGOMERY	1390	0	0
1890.0	MISSOURI	290	MONTGOMERY	1390	0	0
1900.0	MISSOURI	290	MONTGOMERY	1390	0	0
1910.0	MISSOURI	290	MONTGOMERY	1390		
1920.0	MISSOURI	290	MONTGOMERY	1390		
1970.0	MISSOURI	290	MONTGOMERY	1390		
1860.0	MISSOURI	290	MORGAN	1410		
1870.0	MISSOURI	290	MORGAN	1410	0	0
1880.0	MISSOURI	290	MORGAN	1410	0	0
1890.0	MISSOURI	290	MORGAN	1410	0	0
1900.0	MISSOURI	290	MORGAN	1410	0	0
1910.0	MISSOURI	290	MORGAN	1410		
1920.0	MISSOURI	290	MORGAN	1410		
1970.0	MISSOURI	290	MORGAN	1410		
1860.0	MISSOURI	290	NEW MADRID	1430		
1870.0	MISSOURI	290	NEW MADRID	1430	0	0
1880.0	MISSOURI	290	NEW MADRID	1430	0	0
1890.0	MISSOURI	290	NEW MADRID	1430	0	0
1900.0	MISSOURI	290	NEW MADRID	1430	0	0
1910.0	MISSOURI	290	NEW MADRID	1430		
1920.0	MISSOURI	290	NEW MADRID	1430		
1970.0	MISSOURI	290	NEW MADRID	1430		
1860.0	MISSOURI	290	NEWTON	1450		
1870.0	MISSOURI	290	NEWTON	1450	0	0
1880.0	MISSOURI	290	NEWTON	1450	0	0
1890.0	MISSOURI	290	NEWTON	1450	0	0
1900.0	MISSOURI	290	NEWTON	1450	0	18
1910.0	MISSOURI	290	NEWTON	1450		
1920.0	MISSOURI	290	NEWTON	1450		
1970.0	MISSOURI	290	NEWTON	1450		
1860.0	MISSOURI	290	NODAWAY	1470		
1870.0	MISSOURI	290	NODAWAY	1470	0	0
1880.0	MISSOURI	290	NODAWAY	1470	0	0
1890.0	MISSOURI	290	NODAWAY	1470	200	200
1900.0	MISSOURI	290	NODAWAY	1470	150	75
1910.0	MISSOURI	290	NODAWAY	1470		
1920.0	MISSOURI	290	NODAWAY	1470		
1970.0	MISSOURI	290	NODAWAY	1470		
1860.0	MISSOURI	290	OREGON	1490		
1870.0	MISSOURI	290	OREGON	1490	0	0
1880.0	MISSOURI	290	OREGON	1490	0	0
1890.0	MISSOURI	290	OREGON	1490	0	0
1900.0	MISSOURI	290	OREGON	1490	0	0
1910.0	MISSOURI	290	OREGON	1490		
1920.0	MISSOURI	290	OREGON	1490		
1970.0	MISSOURI	290	OREGON	1490		
1860.0	MISSOURI	290	OSAGE	1510		
1870.0	MISSOURI	290	OSAGE	1510	0	0
1880.0	MISSOURI	290	OSAGE	1510	0	0
1890.0	MISSOURI	290	OSAGE	1510	0	0
1900.0	MISSOURI	290	OSAGE	1510	0	0
1910.0	MISSOURI	290	OSAGE	1510		
1920.0	MISSOURI	290	OSAGE	1510		
1970.0	MISSOURI	290	OSAGE	1510		
1860.0	MISSOURI	290	OZARK	1530		
1870.0	MISSOURI	290	OZARK	1530	0	0
1880.0	MISSOURI	290	OZARK	1530	0	0
1890.0	MISSOURI	290	OZARK	1530	0	0
1900.0	MISSOURI	290	OZARK	1530	0	0
1910.0	MISSOURI	290	OZARK	1530		
1920.0	MISSOURI	290	OZARK	1530		
1970.0	MISSOURI	290	OZARK	1530		
1860.0	MISSOURI	290	PEMISCOT	1550		
1870.0	MISSOURI	290	PEMISCOT	1550	0	0
1880.0	MISSOURI	290	PEMISCOT	1550	0	0
1890.0	MISSOURI	290	PEMISCOT	1550	0	0
1900.0	MISSOURI	290	PEMISCOT	1550	0	0
1910.0	MISSOURI	290	PEMISCOT	1550		
1920.0	MISSOURI	290	PEMISCOT	1550		
1970.0	MISSOURI	290	PEMISCOT	1550		
1860.0	MISSOURI	290	PERRY	1570		
1870.0	MISSOURI	290	PERRY	1570	0	0
1880.0	MISSOURI	290	PERRY	1570	0	0
1890.0	MISSOURI	290	PERRY	1570	0	0
1900.0	MISSOURI	290	PERRY	1570	0	0
1910.0	MISSOURI	290	PERRY	1570		
1920.0	MISSOURI	290	PERRY	1570		
1970.0	MISSOURI	290	PERRY	1570		
1860.0	MISSOURI	290	PETTIS	1590		
1870.0	MISSOURI	290	PETTIS	1590	100	100
1880.0	MISSOURI	290	PETTIS	1590	200	200
1890.0	MISSOURI	290	PETTIS	1590	360	360
1900.0	MISSOURI	290	PETTIS	1590	300	300
1910.0	MISSOURI	290	PETTIS	1590		
1920.0	MISSOURI	290	PETTIS	1590		
1970.0	MISSOURI	290	PETTIS	1590		
1860.0	MISSOURI	290	PHELPS	1610		
1870.0	MISSOURI	290	PHELPS	1610	0	0
1880.0	MISSOURI	290	PHELPS	1610	50	50
1890.0	MISSOURI	290	PHELPS	1610	50	50
1900.0	MISSOURI	290	PHELPS	1610	50	50
1910.0	MISSOURI	290	PHELPS	1610		
1920.0	MISSOURI	290	PHELPS	1610		
1970.0	MISSOURI	290	PHELPS	1610		
1860.0	MISSOURI	290	PIKE	1630		
1870.0	MISSOURI	290	PIKE	1630	0	0
1880.0	MISSOURI	290	PIKE	1630	0	0
1890.0	MISSOURI	290	PIKE	1630	50	50
1900.0	MISSOURI	290	PIKE	1630	0	0
1910.0	MISSOURI	290	PIKE	1630		
1920.0	MISSOURI	290	PIKE	1630		
1970.0	MISSOURI	290	PIKE	1630		
1860.0	MISSOURI	290	PLATTE	1650		
1870.0	MISSOURI	290	PLATTE	1650	0	0
1880.0	MISSOURI	290	PLATTE	1650	0	0
1890.0	MISSOURI	290	PLATTE	1650	50	50
1900.0	MISSOURI	290	PLATTE	1650	0	0
1910.0	MISSOURI	290	PLATTE	1650		
1920.0	MISSOURI	290	PLATTE	1650		
1970.0	MISSOURI	290	PLATTE	1650		
1860.0	MISSOURI	290	POLK	1670		
1870.0	MISSOURI	290	POLK	1670	0	0
1880.0	MISSOURI	290	POLK	1670	0	0
1890.0	MISSOURI	290	POLK	1670	0	0
1900.0	MISSOURI	290	POLK	1670	0	0
1910.0	MISSOURI	290	POLK	1670		
1920.0	MISSOURI	290	POLK	1670		
1970.0	MISSOURI	290	POLK	1670		
1860.0	MISSOURI	290	PULASKI	1690		
1870.0	MISSOURI	290	PULASKI	1690	0	0
1880.0	MISSOURI	290	PULASKI	1690	0	0
1890.0	MISSOURI	290	PULASKI	1690	0	0
1900.0	MISSOURI	290	PULASKI	1690	0	0
1910.0	MISSOURI	290	PULASKI	1690		
1920.0	MISSOURI	290	PULASKI	1690		
1970.0	MISSOURI	290	PULASKI	1690		
1860.0	MISSOURI	290	PUTNAM	1710		
1870.0	MISSOURI	290	PUTNAM	1710	0	0
1880.0	MISSOURI	290	PUTNAM	1710	0	0
1890.0	MISSOURI	290	PUTNAM	1710	100	100
1900.0	MISSOURI	290	PUTNAM	1710	100	100
1910.0	MISSOURI	290	PUTNAM	1710		
1920.0	MISSOURI	290	PUTNAM	1710		
1970.0	MISSOURI	290	PUTNAM	1710		
1860.0	MISSOURI	290	RALLS	1730		
1870.0	MISSOURI	290	RALLS	1730	0	0
1880.0	MISSOURI	290	RALLS	1730	0	0
1890.0	MISSOURI	290	RALLS	1730	0	0
1900.0	MISSOURI	290	RALLS	1730	0	0
1910.0	MISSOURI	290	RALLS	1730		
1920.0	MISSOURI	290	RALLS	1730		
1970.0	MISSOURI	290	RALLS	1730		
1860.0	MISSOURI	290	RANDOLPH	1750		
1870.0	MISSOURI	290	RANDOLPH	1750	0	0
1880.0	MISSOURI	290	RANDOLPH	1750	0	0
1890.0	MISSOURI	290	RANDOLPH	1750	100	100
1900.0	MISSOURI	290	RANDOLPH	1750	0	0
1910.0	MISSOURI	290	RANDOLPH	1750		
1920.0	MISSOURI	290	RANDOLPH	1750		
1970.0	MISSOURI	290	RANDOLPH	1750		
1860.0	MISSOURI	290	RAY	1770		
1870.0	MISSOURI	290	RAY	1770	0	0
1880.0	MISSOURI	290	RAY	1770	0	0
1890.0	MISSOURI	290	RAY	1770	0	0
1900.0	MISSOURI	290	RAY	1770	0	0
1910.0	MISSOURI	290	RAY	1770		
1920.0	MISSOURI	290	RAY	1770		
1970.0	MISSOURI	290	RAY	1770		
1860.0	MISSOURI	290	REYNOLDS	1790		
1870.0	MISSOURI	290	REYNOLDS	1790	0	0
1880.0	MISSOURI	290	REYNOLDS	1790	0	0
1890.0	MISSOURI	290	REYNOLDS	1790	0	0
1900.0	MISSOURI	290	REYNOLDS	1790	0	0
1910.0	MISSOURI	290	REYNOLDS	1790		
1920.0	MISSOURI	290	REYNOLDS	1790		
1970.0	MISSOURI	290	REYNOLDS	1790		
1860.0	MISSOURI	290	RIPLEY	1810		
1870.0	MISSOURI	290	RIPLEY	1810	0	0
1880.0	MISSOURI	290	RIPLEY	1810	0	0
1890.0	MISSOURI	290	RIPLEY	1810	0	0
1900.0	MISSOURI	290	RIPLEY	1810	0	0
1910.0	MISSOURI	290	RIPLEY	1810		
1920.0	MISSOURI	290	RIPLEY	1810		
1970.0	MISSOURI	290	RIPLEY	1810		
1860.0	MISSOURI	290	ST CHARLES	1830		
1870.0	MISSOURI	290	ST CHARLES	1830	50	50
1880.0	MISSOURI	290	ST CHARLES	1830	50	50
1890.0	MISSOURI	290	ST CHARLES	1830	50	50
1900.0	MISSOURI	290	ST CHARLES	1830	50	50
1910.0	MISSOURI	290	ST CHARLES	1830		
1920.0	MISSOURI	290	ST CHARLES	1830		
1970.0	MISSOURI	290	ST CHARLES	1830		
1860.0	MISSOURI	290	ST CLAIR	1850		
1870.0	MISSOURI	290	ST CLAIR	1850	0	0
1880.0	MISSOURI	290	ST CLAIR	1850	0	0
1890.0	MISSOURI	290	ST CLAIR	1850	55	55
1900.0	MISSOURI	290	ST CLAIR	1850	55	55
1910.0	MISSOURI	290	ST CLAIR	1850		
1920.0	MISSOURI	290	ST CLAIR	1850		
1970.0	MISSOURI	290	ST CLAIR	1850		
1860.0	MISSOURI	290	STE GENEVIEVE	1860		
1870.0	MISSOURI	290	STE GENEVIEVE	1860	0	0
1880.0	MISSOURI	290	STE GENEVIEVE	1860	0	0
1890.0	MISSOURI	290	STE GENEVIEVE	1860	0	0
1900.0	MISSOURI	290	STE GENEVIEVE	1860	0	0
1910.0	MISSOURI	290	STE GENEVIEVE	1860		
1920.0	MISSOURI	290	STE GENEVIEVE	1860		
1970.0	MISSOURI	290	STE GENEVIEVE	1860		
1860.0	MISSOURI	290	ST FRANCOIS	1870		
1870.0	MISSOURI	290	ST FRANCOIS	1870	0	0
1880.0	MISSOURI	290	ST FRANCOIS	1870	0	0
1890.0	MISSOURI	290	ST FRANCOIS	1870	0	0
1900.0	MISSOURI	290	ST FRANCOIS	1870	0	0
1910.0	MISSOURI	290	ST FRANCOIS	1870		
1920.0	MISSOURI	290	ST FRANCOIS	1870		
1970.0	MISSOURI	290	ST FRANCOIS	1870		
1860.0	MISSOURI	290	ST LOUIS	1890		
1870.0	MISSOURI	290	ST LOUIS	1890	0	0
1880.0	MISSOURI	290	ST LOUIS	1890	0	0
1890.0	MISSOURI	290	ST LOUIS	1890	0	0
1900.0	MISSOURI	290	ST LOUIS	1890	0	0
1910.0	MISSOURI	290	ST LOUIS	1890		
1920.0	MISSOURI	290	ST LOUIS	1890		
1970.0	MISSOURI	290	ST LOUIS	1890		
1860.0	MISSOURI	290	SALINE	1950		
1870.0	MISSOURI	290	SALINE	1950	0	0
1880.0	MISSOURI	290	SALINE	1950	0	0
1890.0	MISSOURI	290	SALINE	1950	0	0
1900.0	MISSOURI	290	SALINE	1950	0	0
1910.0	MISSOURI	290	SALINE	1950		
1920.0	MISSOURI	290	SALINE	1950		
1970.0	MISSOURI	290	SALINE	1950		
1860.0	MISSOURI	290	SCHUYLER	1970		
1870.0	MISSOURI	290	SCHUYLER	1970	0	0
1880.0	MISSOURI	290	SCHUYLER	1970	0	0
1890.0	MISSOURI	290	SCHUYLER	1970	0	0
1900.0	MISSOURI	290	SCHUYLER	1970	0	0
1910.0	MISSOURI	290	SCHUYLER	1970		
1920.0	MISSOURI	290	SCHUYLER	1970		
1970.0	MISSOURI	290	SCHUYLER	1970		
1860.0	MISSOURI	290	SCOTLAND	1990		
1870.0	MISSOURI	290	SCOTLAND	1990	0	0
1880.0	MISSOURI	290	SCOTLAND	1990	50	50
1890.0	MISSOURI	290	SCOTLAND	1990	50	50
1900.0	MISSOURI	290	SCOTLAND	1990	50	50
1910.0	MISSOURI	290	SCOTLAND	1990		
1920.0	MISSOURI	290	SCOTLAND	1990		
1970.0	MISSOURI	290	SCOTLAND	1990		
1860.0	MISSOURI	290	SCOTT	2010		
1870.0	MISSOURI	290	SCOTT	2010	0	0
1880.0	MISSOURI	290	SCOTT	2010	0	0
1890.0	MISSOURI	290	SCOTT	2010	0	0
1900.0	MISSOURI	290	SCOTT	2010	0	0
1910.0	MISSOURI	290	SCOTT	2010		
1920.0	MISSOURI	290	SCOTT	2010		
1970.0	MISSOURI	290	SCOTT	2010		
1860.0	MISSOURI	290	SHANNON	2030		
1870.0	MISSOURI	290	SHANNON	2030	0	0
1880.0	MISSOURI	290	SHANNON	2030	0	0
1890.0	MISSOURI	290	SHANNON	2030	0	0
1900.0	MISSOURI	290	SHANNON	2030	0	0
1910.0	MISSOURI	290	SHANNON	2030		
1920.0	MISSOURI	290	SHANNON	2030		
1970.0	MISSOURI	290	SHANNON	2030		
1860.0	MISSOURI	290	SHELBY	2050		
1870.0	MISSOURI	290	SHELBY	2050	0	0
1880.0	MISSOURI	290	SHELBY	2050	0	0
1890.0	MISSOURI	290	SHELBY	2050	0	0
1900.0	MISSOURI	290	SHELBY	2050	0	0
1910.0	MISSOURI	290	SHELBY	2050		
1920.0	MISSOURI	290	SHELBY	2050		
1970.0	MISSOURI	290	SHELBY	2050		
1860.0	MISSOURI	290	STODDARD	2070		
1870.0	MISSOURI	290	STODDARD	2070	0	0
1880.0	MISSOURI	290	STODDARD	2070	0	0
1890.0	MISSOURI	290	STODDARD	2070	0	0
1900.0	MISSOURI	290	STODDARD	2070	0	0
1910.0	MISSOURI	290	STODDARD	2070		
1920.0	MISSOURI	290	STODDARD	2070		
1970.0	MISSOURI	290	STODDARD	2070		
1860.0	MISSOURI	290	STONE	2090		
1870.0	MISSOURI	290	STONE	2090	0	0
1880.0	MISSOURI	290	STONE	2090	0	0
1890.0	MISSOURI	290	STONE	2090	0	0
1900.0	MISSOURI	290	STONE	2090	0	0
1910.0	MISSOURI	290	STONE	2090		
1920.0	MISSOURI	290	STONE	2090		
1970.0	MISSOURI	290	STONE	2090		
1860.0	MISSOURI	290	SULLIVAN	2110		
1870.0	MISSOURI	290	SULLIVAN	2110	0	0
1880.0	MISSOURI	290	SULLIVAN	2110	0	0
1890.0	MISSOURI	290	SULLIVAN	2110	75	75
1900.0	MISSOURI	290	SULLIVAN	2110	75	75
1910.0	MISSOURI	290	SULLIVAN	2110		
1920.0	MISSOURI	290	SULLIVAN	2110		
1970.0	MISSOURI	290	SULLIVAN	2110		
1860.0	MISSOURI	290	TANEY	2130		
1870.0	MISSOURI	290	TANEY	2130	0	0
1880.0	MISSOURI	290	TANEY	2130	0	0
1890.0	MISSOURI	290	TANEY	2130	0	0
1900.0	MISSOURI	290	TANEY	2130	0	0
1910.0	MISSOURI	290	TANEY	2130		
1920.0	MISSOURI	290	TANEY	2130		
1970.0	MISSOURI	290	TANEY	2130		
1860.0	MISSOURI	290	TEXAS	2150		
1870.0	MISSOURI	290	TEXAS	2150	0	0
1880.0	MISSOURI	290	TEXAS	2150	0	0
1890.0	MISSOURI	290	TEXAS	2150	0	0
1900.0	MISSOURI	290	TEXAS	2150	0	0
1910.0	MISSOURI	290	TEXAS	2150		
1920.0	MISSOURI	290	TEXAS	2150		
1970.0	MISSOURI	290	TEXAS	2150		
1860.0	MISSOURI	290	VERNON	2170		
1870.0	MISSOURI	290	VERNON	2170	0	0
1880.0	MISSOURI	290	VERNON	2170	0	0
1890.0	MISSOURI	290	VERNON	2170	100	100
1900.0	MISSOURI	290	VERNON	2170	100	100
1910.0	MISSOURI	290	VERNON	2170		
1920.0	MISSOURI	290	VERNON	2170		
1970.0	MISSOURI	290	VERNON	2170		
1860.0	MISSOURI	290	WARREN	2190		
1870.0	MISSOURI	290	WARREN	2190	0	0
1880.0	MISSOURI	290	WARREN	2190	0	0
1890.0	MISSOURI	290	WARREN	2190	0	0
1900.0	MISSOURI	290	WARREN	2190	0	0
1910.0	MISSOURI	290	WARREN	2190		
1920.0	MISSOURI	290	WARREN	2190		
1970.0	MISSOURI	290	WARREN	2190		
1860.0	MISSOURI	290	WASHINGTON	2210		
1870.0	MISSOURI	290	WASHINGTON	2210	0	0
1880.0	MISSOURI	290	WASHINGTON	2210	0	0
1890.0	MISSOURI	290	WASHINGTON	2210	0	0
1900.0	MISSOURI	290	WASHINGTON	2210	0	0
1910.0	MISSOURI	290	WASHINGTON	2210		
1920.0	MISSOURI	290	WASHINGTON	2210		
1970.0	MISSOURI	290	WASHINGTON	2210		
1860.0	MISSOURI	290	WAYNE	2230		
1870.0	MISSOURI	290	WAYNE	2230	0	0
1880.0	MISSOURI	290	WAYNE	2230	0	0
1890.0	MISSOURI	290	WAYNE	2230	0	0
1900.0	MISSOURI	290	WAYNE	2230	0	0
1910.0	MISSOURI	290	WAYNE	2230		
1920.0	MISSOURI	290	WAYNE	2230		
1970.0	MISSOURI	290	WAYNE	2230		
1860.0	MISSOURI	290	WEBSTER	2250		
1870.0	MISSOURI	290	WEBSTER	2250	0	0
1880.0	MISSOURI	290	WEBSTER	2250	0	0
1890.0	MISSOURI	290	WEBSTER	2250	0	0
1900.0	MISSOURI	290	WEBSTER	2250	0	0
1910.0	MISSOURI	290	WEBSTER	2250		
1920.0	MISSOURI	290	WEBSTER	2250		
1970.0	MISSOURI	290	WEBSTER	2250		
1860.0	MISSOURI	290	WORTH	2270		
1870.0	MISSOURI	290	WORTH	2270	0	0
1880.0	MISSOURI	290	WORTH	2270	0	0
1890.0	MISSOURI	290	WORTH	2270	50	50
1900.0	MISSOURI	290	WORTH	2270	50	25
1910.0	MISSOURI	290	WORTH	2270		
1920.0	MISSOURI	290	WORTH	2270		
1970.0	MISSOURI	290	WORTH	2270		
1860.0	MISSOURI	290	WRIGHT	2290		
1870.0	MISSOURI	290	WRIGHT	2290	0	0
1880.0	MISSOURI	290	WRIGHT	2290	0	0
1890.0	MISSOURI	290	WRIGHT	2290	0	0
1900.0	MISSOURI	290	WRIGHT	2290	0	0
1910.0	MISSOURI	290	WRIGHT	2290		
1920.0	MISSOURI	290	WRIGHT	2290		
1970.0	MISSOURI	290	WRIGHT	2290		
1860.0	MISSOURI	290	ST LOUIS CITY	5100		
1870.0	MISSOURI	290	ST LOUIS CITY	5100	6610	6610
1880.0	MISSOURI	290	ST LOUIS CITY	5100	2650	2650
1890.0	MISSOURI	290	ST LOUIS CITY	5100	9700	9700
1900.0	MISSOURI	290	ST LOUIS CITY	5100	10500	14400
1910.0	MISSOURI	290	ST LOUIS CITY	5100		
1920.0	MISSOURI	290	ST LOUIS CITY	5100		
1970.0	MISSOURI	290	ST LOUIS CITY	5100		
1860.0	MONTANA	300	BEAVERHEAD	10		
1870.0	MONTANA	300	BEAVERHEAD	10	0	0
1880.0	MONTANA	300	BEAVERHEAD	10	0	0
1890.0	MONTANA	300	BEAVERHEAD	10	100	100
1900.0	MONTANA	300	BEAVERHEAD	10	50	50
1910.0	MONTANA	300	BEAVERHEAD	10		
1920.0	MONTANA	300	BEAVERHEAD	10		
1970.0	MONTANA	300	BEAVERHEAD	10		
1860.0	MONTANA	300	CASCADE	130		
1870.0	MONTANA	300	CASCADE	130	0	0
1880.0	MONTANA	300	CASCADE	130	0	0
1890.0	MONTANA	300	CASCADE	130	250	250
1900.0	MONTANA	300	CASCADE	130	325	325
1910.0	MONTANA	300	CASCADE	130		
1920.0	MONTANA	300	CASCADE	130		
1970.0	MONTANA	300	CASCADE	130		
1860.0	MONTANA	300	CHOUTEAU	150		
1870.0	MONTANA	300	CHOUTEAU	150	0	0
1880.0	MONTANA	300	CHOUTEAU	150	50	50
1890.0	MONTANA	300	CHOUTEAU	150	200	200
1900.0	MONTANA	300	CHOUTEAU	150	100	275
1910.0	MONTANA	300	CHOUTEAU	150		
1920.0	MONTANA	300	CHOUTEAU	150		
1970.0	MONTANA	300	CHOUTEAU	150		
1860.0	MONTANA	300	CUSTER	170		
1870.0	MONTANA	300	CUSTER	170	0	0
1880.0	MONTANA	300	CUSTER	170	0	0
1890.0	MONTANA	300	CUSTER	170	125	125
1900.0	MONTANA	300	CUSTER	170	130	130
1910.0	MONTANA	300	CUSTER	170		
1920.0	MONTANA	300	CUSTER	170		
1970.0	MONTANA	300	CUSTER	170		
1860.0	MONTANA	300	DAWSON	210		
1870.0	MONTANA	300	DAWSON	210	0	0
1880.0	MONTANA	300	DAWSON	210	0	0
1890.0	MONTANA	300	DAWSON	210	0	0
1900.0	MONTANA	300	DAWSON	210	0	0
1910.0	MONTANA	300	DAWSON	210		
1920.0	MONTANA	300	DAWSON	210		
1970.0	MONTANA	300	DAWSON	210		
1860.0	MONTANA	300	DEER LODGE	230		
1870.0	MONTANA	300	DEER LODGE	230	0	0
1880.0	MONTANA	300	DEER LODGE	230	0	0
1890.0	MONTANA	300	DEER LODGE	230	100	100
1900.0	MONTANA	300	DEER LODGE	230	0	0
1910.0	MONTANA	300	DEER LODGE	230		
1920.0	MONTANA	300	DEER LODGE	230		
1970.0	MONTANA	300	DEER LODGE	230		
1860.0	MONTANA	300	FERGUS	270		
1870.0	MONTANA	300	FERGUS	270	0	0
1880.0	MONTANA	300	FERGUS	270	0	0
1890.0	MONTANA	300	FERGUS	270	0	0
1900.0	MONTANA	300	FERGUS	270	0	0
1910.0	MONTANA	300	FERGUS	270		
1920.0	MONTANA	300	FERGUS	270		
1970.0	MONTANA	300	FERGUS	270		
1860.0	MONTANA	300	GALLATIN	310		
1870.0	MONTANA	300	GALLATIN	310	0	0
1880.0	MONTANA	300	GALLATIN	310	0	0
1890.0	MONTANA	300	GALLATIN	310	150	150
1900.0	MONTANA	300	GALLATIN	310	100	100
1910.0	MONTANA	300	GALLATIN	310		
1920.0	MONTANA	300	GALLATIN	310		
1970.0	MONTANA	300	GALLATIN	310		
1860.0	MONTANA	300	JEFFERSON	430		
1870.0	MONTANA	300	JEFFERSON	430	0	0
1880.0	MONTANA	300	JEFFERSON	430	0	0
1890.0	MONTANA	300	JEFFERSON	430	50	50
1900.0	MONTANA	300	JEFFERSON	430	0	0
1910.0	MONTANA	300	JEFFERSON	430		
1920.0	MONTANA	300	JEFFERSON	430		
1970.0	MONTANA	300	JEFFERSON	430		
1860.0	MONTANA	300	LEWIS AND CLARK	490		
1870.0	MONTANA	300	LEWIS AND CLARK	490	100	100
1880.0	MONTANA	300	LEWIS AND CLARK	490	100	100
1890.0	MONTANA	300	LEWIS AND CLARK	490	1775	1775
1900.0	MONTANA	300	LEWIS AND CLARK	490	450	450
1910.0	MONTANA	300	LEWIS AND CLARK	490		
1920.0	MONTANA	300	LEWIS AND CLARK	490		
1970.0	MONTANA	300	LEWIS AND CLARK	490		
1860.0	MONTANA	300	MADISON	570		
1870.0	MONTANA	300	MADISON	570	0	0
1880.0	MONTANA	300	MADISON	570	0	0
1890.0	MONTANA	300	MADISON	570	0	0
1900.0	MONTANA	300	MADISON	570	0	0
1910.0	MONTANA	300	MADISON	570		
1920.0	MONTANA	300	MADISON	570		
1970.0	MONTANA	300	MADISON	570		
1860.0	MONTANA	300	MEAGHER	590		
1870.0	MONTANA	300	MEAGHER	590	0	0
1880.0	MONTANA	300	MEAGHER	590	0	0
1890.0	MONTANA	300	MEAGHER	590	100	100
1900.0	MONTANA	300	MEAGHER	590	100	100
1910.0	MONTANA	300	MEAGHER	590		
1920.0	MONTANA	300	MEAGHER	590		
1970.0	MONTANA	300	MEAGHER	590		
1860.0	MONTANA	300	MISSOULA	630		
1870.0	MONTANA	300	MISSOULA	630	0	0
1880.0	MONTANA	300	MISSOULA	630	50	50
1890.0	MONTANA	300	MISSOULA	630	225	225
1900.0	MONTANA	300	MISSOULA	630	400	400
1910.0	MONTANA	300	MISSOULA	630		
1920.0	MONTANA	300	MISSOULA	630		
1970.0	MONTANA	300	MISSOULA	630		
1860.0	MONTANA	300	PARK	670		
1870.0	MONTANA	300	PARK	670	0	0
1880.0	MONTANA	300	PARK	670	0	0
1890.0	MONTANA	300	PARK	670	100	100
1900.0	MONTANA	300	PARK	670	150	150
1910.0	MONTANA	300	PARK	670		
1920.0	MONTANA	300	PARK	670		
1970.0	MONTANA	300	PARK	670		
1860.0	MONTANA	300	SILVER BOW	930		
1870.0	MONTANA	300	SILVER BOW	930	0	0
1880.0	MONTANA	300	SILVER BOW	930	0	0
1890.0	MONTANA	300	SILVER BOW	930	200	200
1900.0	MONTANA	300	SILVER BOW	930	300	300
1910.0	MONTANA	300	SILVER BOW	930		
1920.0	MONTANA	300	SILVER BOW	930		
1970.0	MONTANA	300	SILVER BOW	930		
1860.0	MONTANA	300	YELLOWSTONE	1110		
1870.0	MONTANA	300	YELLOWSTONE	1110	0	0
1880.0	MONTANA	300	YELLOWSTONE	1110	0	0
1890.0	MONTANA	300	YELLOWSTONE	1110	90	90
1900.0	MONTANA	300	YELLOWSTONE	1110	200	200
1910.0	MONTANA	300	YELLOWSTONE	1110		
1920.0	MONTANA	300	YELLOWSTONE	1110		
1970.0	MONTANA	300	YELLOWSTONE	1110		
1860.0	NEBRASKA	310	ADAMS	10		
